               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 121,             0.04092,             0.15732,                   0,             0.84864,             0.78723,             0.84192,             0.43294,            0.043175,             0.19094,                   0,             0.00208,             0.00208,             0.00208
                 122,            0.041017,             0.15936,                   0,             0.85202,             0.78331,             0.84279,             0.43384,            0.043195,             0.19155,                   0,            0.002014,            0.002014,            0.002014
                 123,            0.040895,             0.15919,                   0,             0.84986,             0.78411,             0.84048,             0.43202,            0.043132,             0.19154,                   0,            0.001948,            0.001948,            0.001948
                 124,            0.041151,             0.15872,                   0,             0.85019,             0.78593,             0.84237,             0.43496,             0.04305,             0.19128,                   0,            0.001882,            0.001882,            0.001882
                 125,            0.040858,             0.15831,                   0,             0.85335,             0.78748,             0.84331,             0.43556,            0.043002,             0.19042,                   0,            0.001816,            0.001816,            0.001816
                 126,            0.040852,             0.15965,                   0,             0.85174,             0.78773,             0.84312,             0.43556,            0.043036,              0.1908,                   0,             0.00175,             0.00175,             0.00175
                 127,            0.040767,             0.15967,                   0,             0.85507,               0.787,             0.84298,             0.43574,            0.042973,             0.19114,                   0,            0.001684,            0.001684,            0.001684
                 128,            0.040633,              0.1597,                   0,             0.85056,             0.79116,             0.84348,             0.43624,            0.042967,             0.19114,                   0,            0.001618,            0.001618,            0.001618
                 129,            0.040672,             0.15728,                   0,             0.85443,             0.78678,             0.84551,             0.43694,            0.042949,             0.19101,                   0,            0.001552,            0.001552,            0.001552
                 130,            0.040695,             0.15857,                   0,             0.85732,             0.78349,             0.84376,             0.43715,            0.042974,             0.19096,                   0,            0.001486,            0.001486,            0.001486
                 131,            0.040843,             0.15698,                   0,             0.85332,              0.7881,             0.84332,             0.43656,            0.043001,               0.191,                   0,             0.00142,             0.00142,             0.00142
                 132,            0.040647,             0.15867,                   0,             0.85442,              0.7892,             0.84327,             0.43694,            0.042975,             0.19124,                   0,            0.001354,            0.001354,            0.001354
                 133,            0.040338,             0.15477,                   0,             0.85007,             0.79136,             0.84344,             0.43698,            0.042942,             0.19108,                   0,            0.001288,            0.001288,            0.001288
                 134,            0.040566,              0.1569,                   0,             0.85267,             0.79116,             0.84359,             0.43675,            0.042926,             0.19107,                   0,            0.001222,            0.001222,            0.001222
                 135,            0.040718,             0.15812,                   0,             0.85548,             0.78664,             0.84423,             0.43808,            0.042901,             0.19057,                   0,            0.001156,            0.001156,            0.001156
                 136,            0.040285,             0.15461,                   0,             0.85918,             0.78536,             0.84529,             0.43955,            0.042896,              0.1908,                   0,             0.00109,             0.00109,             0.00109
                 137,             0.04035,             0.15564,                   0,             0.85774,             0.78709,             0.84564,             0.43976,            0.042889,             0.19058,                   0,            0.001024,            0.001024,            0.001024
                 138,            0.040425,             0.15733,                   0,             0.85685,             0.78764,             0.84481,             0.43968,            0.042845,             0.19115,                   0,            0.000958,            0.000958,            0.000958
                 139,            0.040258,             0.15468,                   0,             0.86052,             0.78495,             0.84527,             0.44027,             0.04283,             0.19091,                   0,            0.000892,            0.000892,            0.000892
                 140,            0.040398,             0.15706,                   0,             0.85852,             0.78513,             0.84347,             0.43887,            0.042883,             0.19123,                   0,            0.000826,            0.000826,            0.000826
                 141,            0.040374,             0.15586,                   0,             0.85936,             0.78543,             0.84443,             0.43908,            0.042882,             0.19116,                   0,             0.00076,             0.00076,             0.00076
                 142,            0.040208,             0.15487,                   0,             0.85644,             0.78558,             0.84312,             0.43918,            0.042869,             0.19128,                   0,            0.000694,            0.000694,            0.000694
                 143,            0.040272,             0.15492,                   0,             0.85988,             0.78347,             0.84332,             0.43906,            0.042839,             0.19106,                   0,            0.000628,            0.000628,            0.000628
                 144,            0.040133,             0.15321,                   0,             0.85501,             0.78787,             0.84493,             0.43979,            0.042869,             0.19075,                   0,            0.000562,            0.000562,            0.000562
                 145,            0.040386,             0.15636,                   0,             0.86001,             0.78657,             0.84577,              0.4402,            0.042842,             0.19063,                   0,            0.000496,            0.000496,            0.000496
                 146,            0.040272,             0.15424,                   0,             0.85443,             0.79061,             0.84582,             0.44087,            0.042848,             0.19075,                   0,             0.00043,             0.00043,             0.00043
                 147,            0.039911,             0.15483,                   0,             0.85687,             0.79082,              0.8461,             0.44081,            0.042781,             0.19066,                   0,            0.000364,            0.000364,            0.000364
                 148,            0.040201,             0.15505,                   0,             0.85811,             0.78841,             0.84561,             0.44082,            0.042799,             0.19077,                   0,            0.000298,            0.000298,            0.000298
                 149,            0.040439,              0.1552,                   0,             0.86022,             0.78979,             0.84709,              0.4416,            0.042791,             0.19077,                   0,            0.000232,            0.000232,            0.000232
