               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  79,            0.050402,             0.19281,                   0,              0.7647,             0.66855,             0.75114,             0.34113,            0.048385,             0.21077,                   0,            0.004852,            0.004852,            0.004852
                  80,            0.050348,             0.19565,                   0,             0.76862,             0.66937,             0.75274,             0.34211,             0.04838,             0.21088,                   0,            0.004786,            0.004786,            0.004786
                  81,            0.050195,             0.19518,                   0,             0.76605,             0.66759,             0.75123,             0.34142,            0.048375,             0.21002,                   0,             0.00472,             0.00472,             0.00472
                  82,            0.050269,             0.19339,                   0,             0.77054,               0.667,             0.74992,             0.34197,             0.04837,             0.21075,                   0,            0.004654,            0.004654,            0.004654
                  83,            0.050085,             0.19194,                   0,             0.77028,             0.66876,             0.75254,             0.34242,            0.048282,             0.20988,                   0,            0.004588,            0.004588,            0.004588
                  84,            0.050466,             0.19715,                   0,             0.76669,             0.67193,             0.75289,             0.34218,            0.048329,             0.21081,                   0,            0.004522,            0.004522,            0.004522
                  85,            0.050345,             0.19294,                   0,             0.77405,             0.66673,              0.7527,             0.34262,            0.048335,             0.21062,                   0,            0.004456,            0.004456,            0.004456
                  86,            0.050424,             0.19473,                   0,             0.77308,             0.66969,             0.75453,             0.34286,            0.048349,             0.21007,                   0,             0.00439,             0.00439,             0.00439
                  87,            0.050607,             0.19322,                   0,             0.76786,             0.66645,             0.75111,             0.34224,            0.048253,             0.21008,                   0,            0.004324,            0.004324,            0.004324
                  88,            0.050469,             0.19375,                   0,             0.76895,             0.66928,             0.75087,             0.34223,            0.048385,             0.21079,                   0,            0.004258,            0.004258,            0.004258
                  89,            0.050036,             0.19025,                   0,             0.77529,             0.66701,             0.75114,             0.34311,            0.048312,             0.21027,                   0,            0.004192,            0.004192,            0.004192
                  90,            0.050441,             0.19517,                   0,             0.77393,             0.66995,             0.75218,             0.34185,            0.048359,             0.20992,                   0,            0.004126,            0.004126,            0.004126
                  91,            0.050146,             0.19404,                   0,             0.76762,             0.67375,             0.75544,             0.34508,            0.048195,             0.21006,                   0,             0.00406,             0.00406,             0.00406
                  92,            0.050159,             0.19217,                   0,             0.77507,             0.66349,             0.75279,             0.34334,            0.048239,             0.21006,                   0,            0.003994,            0.003994,            0.003994
                  93,            0.050335,             0.19488,                   0,             0.77435,             0.66577,             0.75328,             0.34351,            0.048162,             0.21004,                   0,            0.003928,            0.003928,            0.003928
                  94,            0.050331,             0.19428,                   0,             0.77611,             0.66915,             0.75508,             0.34405,            0.048325,             0.21019,                   0,            0.003862,            0.003862,            0.003862
                  95,            0.050213,             0.19317,                   0,             0.77118,             0.66978,             0.75366,             0.34328,            0.048265,             0.21031,                   0,            0.003796,            0.003796,            0.003796
                  96,            0.050084,              0.1905,                   0,             0.77089,              0.6728,             0.75517,             0.34352,            0.048291,              0.2102,                   0,             0.00373,             0.00373,             0.00373
                  97,            0.049752,             0.19418,                   0,             0.77186,             0.66937,             0.75383,             0.34339,            0.048238,             0.20994,                   0,            0.003664,            0.003664,            0.003664
                  98,            0.050158,             0.19492,                   0,             0.77592,             0.66769,             0.75451,             0.34326,            0.048396,             0.21017,                   0,            0.003598,            0.003598,            0.003598
                  99,            0.050203,             0.19558,                   0,             0.77296,             0.66828,             0.75347,             0.34258,             0.04827,             0.21014,                   0,            0.003532,            0.003532,            0.003532
                 100,            0.050104,             0.19229,                   0,              0.7784,             0.66627,             0.75493,             0.34518,            0.048168,             0.21027,                   0,            0.003466,            0.003466,            0.003466
                 101,            0.049868,             0.19516,                   0,             0.77723,             0.67074,             0.75683,              0.3453,            0.048215,             0.20999,                   0,              0.0034,              0.0034,              0.0034
                 102,            0.050069,             0.19281,                   0,             0.77416,             0.67234,             0.75781,             0.34599,            0.048166,              0.2099,                   0,            0.003334,            0.003334,            0.003334
                 103,             0.05004,             0.19227,                   0,             0.76885,             0.67356,             0.75439,             0.34355,            0.048218,             0.20995,                   0,            0.003268,            0.003268,            0.003268
                 104,            0.050114,             0.19198,                   0,             0.77113,             0.67398,             0.75619,             0.34451,            0.048153,             0.20998,                   0,            0.003202,            0.003202,            0.003202
                 105,            0.050051,             0.19231,                   0,             0.77389,             0.66607,             0.75315,             0.34387,            0.048201,             0.20989,                   0,            0.003136,            0.003136,            0.003136
                 106,            0.050124,             0.19286,                   0,             0.77197,             0.67166,             0.75406,             0.34332,            0.048298,             0.20989,                   0,             0.00307,             0.00307,             0.00307
                 107,            0.049938,             0.19228,                   0,             0.77455,             0.66937,              0.7552,             0.34384,             0.04815,             0.20958,                   0,            0.003004,            0.003004,            0.003004
                 108,            0.050071,             0.19416,                   0,             0.77354,             0.67321,             0.75646,             0.34457,            0.048161,             0.21029,                   0,            0.002938,            0.002938,            0.002938
                 109,            0.049929,             0.19195,                   0,             0.77014,             0.67495,             0.75624,             0.34522,            0.048121,             0.20977,                   0,            0.002872,            0.002872,            0.002872
                 110,            0.050292,             0.19394,                   0,             0.77514,             0.67645,             0.76013,             0.34635,            0.048052,             0.20995,                   0,            0.002806,            0.002806,            0.002806
                 111,            0.050346,             0.19746,                   0,             0.77557,              0.6727,             0.75863,             0.34629,            0.048122,              0.2096,                   0,             0.00274,             0.00274,             0.00274
                 112,            0.049802,             0.19487,                   0,              0.7709,             0.67248,             0.75717,             0.34615,            0.048157,              0.2094,                   0,            0.002674,            0.002674,            0.002674
                 113,            0.049741,             0.19057,                   0,             0.77246,             0.67604,             0.75848,             0.34724,            0.048085,             0.20935,                   0,            0.002608,            0.002608,            0.002608
                 114,            0.049732,             0.19064,                   0,             0.77052,             0.67531,             0.75677,             0.34547,            0.048082,             0.20954,                   0,            0.002542,            0.002542,            0.002542
                 115,            0.050154,             0.19559,                   0,             0.76977,             0.67585,             0.75694,              0.3464,            0.048044,             0.20979,                   0,            0.002476,            0.002476,            0.002476
                 116,            0.050116,             0.19269,                   0,             0.77103,             0.67316,             0.75774,             0.34654,            0.048076,             0.20977,                   0,             0.00241,             0.00241,             0.00241
                 117,            0.050047,             0.19761,                   0,             0.77114,             0.67018,             0.75466,             0.34498,            0.048114,             0.20962,                   0,            0.002344,            0.002344,            0.002344
                 118,            0.049738,             0.19113,                   0,             0.76935,              0.6733,             0.75577,             0.34598,            0.048086,             0.20965,                   0,            0.002278,            0.002278,            0.002278
                 119,            0.049409,             0.18987,                   0,             0.77264,             0.67389,             0.75801,             0.34655,            0.048117,              0.2096,                   0,            0.002212,            0.002212,            0.002212
                 120,            0.049985,             0.19251,                   0,             0.77338,             0.67316,             0.75724,             0.34569,            0.048119,             0.20945,                   0,            0.002146,            0.002146,            0.002146
                 121,            0.049633,                0.19,                   0,             0.77054,             0.67572,             0.75726,             0.34625,            0.048122,             0.20972,                   0,             0.00208,             0.00208,             0.00208
